nama_pintu_air,lokasi,latitude,longitude,tanggal,tinggi_air,status_siaga
"PS. Cipinang Hulu","Cipinang Hulu",-6.374264,106.883862,"2020-03-24 16:40:00",910,"Status : Normal"
"Pompa Kali Duri (Kalijodo)","Kali Duri",-6.142320,106.790390,"2020-03-24 16:40:00",1430,"Status : Normal"
"P.A. Istiqlal  ",Ciliwung,-6.168254,106.831350,"2020-03-24 16:40:00",1510,"Status : Normal"
"P.A. Jembatan Merah",Ciliwung,-6.149068,106.834214,"2020-03-24 16:40:00",1400,"Status : Siaga 3"
"P.A. Flusing Ancol",Ciliwung,-6.129859,106.831254,"2020-03-24 16:40:00",1460,"Status : Normal"
"P.A. Hek","Kali Baru Timur",-6.287305,106.870630,"2020-03-24 16:40:00",1800,"Status : Normal"
"Bendung. Cibalok - Gadog",Ciliwung,-6.653417,106.869551,"2020-03-24 17:10:00",70,"Status : Normal"
"Bendung. Katulampa (Hulu)",Ciliwung,-6.633167,106.836806,"2020-03-24 17:10:00",330,"Status : Normal"
"PS. Depok",Ciliwung,-6.400514000,106.832143000,"2020-03-24 17:10:00",1360,"Status : Normal"
"PA. Manggarai",Ciliwung,-6.207825,106.848458,"2020-03-24 17:10:00",6580,"Status : Normal"
"PS. Krukut Hulu",Krukut,-6.343900,106.798874,"2020-03-24 16:00:22",200,"Status : Normal"
"Pompa Cideng","Cideng Siantar",-6.173271,106.806351,"2020-03-24 17:10:00",110,"Status : Normal"
"P.A. Karet","Banjir Kanal Barat",-6.197901,106.810075,"2020-03-24 17:10:00",3340,"Status : Normal"
"P.A. Marina Ancol ",Laut,-6.125585,106.830154,"2020-03-24 17:10:00",1610,"Status : Normal"
"Pompa Pasar Ikan",Laut,-6.126132,106.809783,"2020-03-24 17:10:00",1570,"Status : Normal"
"Pompa. Pluit","Waduk Pluit",-6.109642,106.796954,"2020-03-24 17:10:00",-1900,"Status : Normal"
"PS. Pesanggrahan",Pesanggrahan,-6.397111000,106.771825000,"2020-03-24 17:10:00",670,"Status : Normal"
"PS. Angke Hulu",Angke,-6.220047,106.694137,"2020-03-24 17:10:00",910,"Status : Normal"
"PS. Sunter Hulu",Sunter,-6.317920000,106.920901000,"2020-03-24 17:10:00",700,"Status : Normal"
"PA. Pulo Gadung",Sunter,-6.191,106.904194,"2020-03-24 17:10:00",3270,"Status : Normal"
"Pompa Yos Sudarso 1","Sunter Timur",-6.155547,106.885975,"2020-03-24 17:10:00",740,"Status : Normal"
"PS. Cipinang Hulu","Cipinang Hulu",-6.374264,106.883862,"2020-03-24 17:10:00",910,"Status : Normal"
"Pompa Kali Duri (Kalijodo)","Kali Duri",-6.142320,106.790390,"2020-03-24 17:10:00",1430,"Status : Normal"
"P.A. Istiqlal  ",Ciliwung,-6.168254,106.831350,"2020-03-24 17:10:00",1500,"Status : Normal"
"P.A. Jembatan Merah",Ciliwung,-6.149068,106.834214,"2020-03-24 17:10:00",1400,"Status : Siaga 3"
"P.A. Flusing Ancol",Ciliwung,-6.129859,106.831254,"2020-03-24 17:10:00",1460,"Status : Normal"
"P.A. Hek","Kali Baru Timur",-6.287305,106.870630,"2020-03-24 17:10:00",1790,"Status : Normal"
"Bendung. Cibalok - Gadog",Ciliwung,-6.653417,106.869551,"2020-03-24 17:40:00",50,"Status : Normal"
"Bendung. Katulampa (Hulu)",Ciliwung,-6.633167,106.836806,"2020-03-24 17:40:00",340,"Status : Normal"
"PS. Depok",Ciliwung,-6.400514000,106.832143000,"2020-03-24 17:40:00",1350,"Status : Normal"
"PA. Manggarai",Ciliwung,-6.207825,106.848458,"2020-03-24 17:40:00",6590,"Status : Normal"
"PS. Krukut Hulu",Krukut,-6.343900,106.798874,"2020-03-24 17:00:26",530,"Status : Normal"
"Pompa Cideng","Cideng Siantar",-6.173271,106.806351,"2020-03-24 17:40:00",110,"Status : Normal"
"P.A. Karet","Banjir Kanal Barat",-6.197901,106.810075,"2020-03-24 17:40:00",3310,"Status : Normal"
"P.A. Marina Ancol ",Laut,-6.125585,106.830154,"2020-03-24 17:40:00",1580,"Status : Normal"
"Pompa Pasar Ikan",Laut,-6.126132,106.809783,"2020-03-24 17:40:00",1530,"Status : Normal"
"Pompa. Pluit","Waduk Pluit",-6.109642,106.796954,"2020-03-24 17:40:00",-1910,"Status : Normal"
"PS. Pesanggrahan",Pesanggrahan,-6.397111000,106.771825000,"2020-03-24 17:40:00",660,"Status : Normal"
"PS. Angke Hulu",Angke,-6.220047,106.694137,"2020-03-24 17:40:00",900,"Status : Normal"
"PS. Sunter Hulu",Sunter,-6.317920000,106.920901000,"2020-03-24 17:40:00",690,"Status : Normal"
"PA. Pulo Gadung",Sunter,-6.191,106.904194,"2020-03-24 17:40:00",3270,"Status : Normal"
"Pompa Yos Sudarso 1","Sunter Timur",-6.155547,106.885975,"2020-03-24 17:40:00",750,"Status : Normal"
"PS. Cipinang Hulu","Cipinang Hulu",-6.374264,106.883862,"2020-03-24 17:40:00",910,"Status : Normal"
"Pompa Kali Duri (Kalijodo)","Kali Duri",-6.142320,106.790390,"2020-03-24 17:40:00",1430,"Status : Normal"
"P.A. Istiqlal  ",Ciliwung,-6.168254,106.831350,"2020-03-24 17:40:00",1510,"Status : Normal"
"P.A. Jembatan Merah",Ciliwung,-6.149068,106.834214,"2020-03-24 17:40:00",1400,"Status : Siaga 3"
"P.A. Flusing Ancol",Ciliwung,-6.129859,106.831254,"2020-03-24 17:40:00",1450,"Status : Normal"
"P.A. Hek","Kali Baru Timur",-6.287305,106.870630,"2020-03-24 17:40:00",1780,"Status : Normal"
"Bendung. Cibalok - Gadog",Ciliwung,-6.653417,106.869551,"2020-03-24 18:10:00",70,"Status : Normal"
"Bendung. Katulampa (Hulu)",Ciliwung,-6.633167,106.836806,"2020-03-24 18:10:00",340,"Status : Normal"
"PS. Depok",Ciliwung,-6.400514000,106.832143000,"2020-03-24 18:10:00",1340,"Status : Normal"
"PA. Manggarai",Ciliwung,-6.207825,106.848458,"2020-03-24 18:10:00",6590,"Status : Normal"
"PS. Krukut Hulu",Krukut,-6.343900,106.798874,"2020-03-24 17:00:26",530,"Status : Normal"
"Pompa Cideng","Cideng Siantar",-6.173271,106.806351,"2020-03-24 18:10:00",120,"Status : Normal"
"P.A. Karet","Banjir Kanal Barat",-6.197901,106.810075,"2020-03-24 18:10:00",3310,"Status : Normal"
"P.A. Marina Ancol ",Laut,-6.125585,106.830154,"2020-03-24 18:10:00",1570,"Status : Normal"
"Pompa Pasar Ikan",Laut,-6.126132,106.809783,"2020-03-24 18:10:00",1550,"Status : Normal"
"Pompa. Pluit","Waduk Pluit",-6.109642,106.796954,"2020-03-24 18:10:00",-1910,"Status : Normal"
"PS. Pesanggrahan",Pesanggrahan,-6.397111000,106.771825000,"2020-03-24 18:10:00",660,"Status : Normal"
"PS. Angke Hulu",Angke,-6.220047,106.694137,"2020-03-24 18:10:00",890,"Status : Normal"
"PS. Sunter Hulu",Sunter,-6.317920000,106.920901000,"2020-03-24 18:10:00",600,"Status : Normal"
"PA. Pulo Gadung",Sunter,-6.191,106.904194,"2020-03-24 18:10:00",3270,"Status : Normal"
"Pompa Yos Sudarso 1","Sunter Timur",-6.155547,106.885975,"2020-03-24 18:10:00",730,"Status : Normal"
"PS. Cipinang Hulu","Cipinang Hulu",-6.374264,106.883862,"2020-03-24 18:10:00",920,"Status : Normal"
"Pompa Kali Duri (Kalijodo)","Kali Duri",-6.142320,106.790390,"2020-03-24 18:10:00",1430,"Status : Normal"
"P.A. Istiqlal  ",Ciliwung,-6.168254,106.831350,"2020-03-24 18:10:00",1490,"Status : Normal"
"P.A. Jembatan Merah",Ciliwung,-6.149068,106.834214,"2020-03-24 18:10:00",1400,"Status : Siaga 3"
"P.A. Flusing Ancol",Ciliwung,-6.129859,106.831254,"2020-03-24 18:10:00",1430,"Status : Normal"
"P.A. Hek","Kali Baru Timur",-6.287305,106.870630,"2020-03-24 18:10:00",1890,"Status : Normal"
"Bendung. Cibalok - Gadog",Ciliwung,-6.653417,106.869551,"2020-03-24 18:40:00",50,"Status : Normal"
"Bendung. Katulampa (Hulu)",Ciliwung,-6.633167,106.836806,"2020-03-24 18:40:00",330,"Status : Normal"
"PS. Depok",Ciliwung,-6.400514000,106.832143000,"2020-03-24 18:40:00",1330,"Status : Normal"
"PA. Manggarai",Ciliwung,-6.207825,106.848458,"2020-03-24 18:40:00",6590,"Status : Normal"
"PS. Krukut Hulu",Krukut,-6.343900,106.798874,"2020-03-24 18:04:44",500,"Status : Normal"
"Pompa Cideng","Cideng Siantar",-6.173271,106.806351,"2020-03-24 18:40:00",120,"Status : Normal"
"P.A. Karet","Banjir Kanal Barat",-6.197901,106.810075,"2020-03-24 18:40:00",3320,"Status : Normal"
"P.A. Marina Ancol ",Laut,-6.125585,106.830154,"2020-03-24 18:40:00",1590,"Status : Normal"
"Pompa Pasar Ikan",Laut,-6.126132,106.809783,"2020-03-24 18:40:00",1620,"Status : Normal"
"Pompa. Pluit","Waduk Pluit",-6.109642,106.796954,"2020-03-24 18:40:00",-1920,"Status : Normal"
"PS. Pesanggrahan",Pesanggrahan,-6.397111000,106.771825000,"2020-03-24 18:40:00",650,"Status : Normal"
"PS. Angke Hulu",Angke,-6.220047,106.694137,"2020-03-24 18:40:00",890,"Status : Normal"
"PS. Sunter Hulu",Sunter,-6.317920000,106.920901000,"2020-03-24 18:40:00",670,"Status : Normal"
"PA. Pulo Gadung",Sunter,-6.191,106.904194,"2020-03-24 18:40:00",3270,"Status : Normal"
"Pompa Yos Sudarso 1","Sunter Timur",-6.155547,106.885975,"2020-03-24 18:40:00",700,"Status : Normal"
"PS. Cipinang Hulu","Cipinang Hulu",-6.374264,106.883862,"2020-03-24 18:40:00",920,"Status : Normal"
"Pompa Kali Duri (Kalijodo)","Kali Duri",-6.142320,106.790390,"2020-03-24 18:40:00",1430,"Status : Normal"
"P.A. Istiqlal  ",Ciliwung,-6.168254,106.831350,"2020-03-24 18:40:00",1470,"Status : Normal"
"P.A. Jembatan Merah",Ciliwung,-6.149068,106.834214,"2020-03-24 18:40:00",1400,"Status : Siaga 3"
"P.A. Flusing Ancol",Ciliwung,-6.129859,106.831254,"2020-03-24 18:40:00",1450,"Status : Normal"
"P.A. Hek","Kali Baru Timur",-6.287305,106.870630,"2020-03-24 18:40:00",1820,"Status : Normal"
"Bendung. Cibalok - Gadog",Ciliwung,-6.653417,106.869551,"2020-03-24 19:10:00",80,"Status : Normal"
"Bendung. Katulampa (Hulu)",Ciliwung,-6.633167,106.836806,"2020-03-24 19:10:00",330,"Status : Normal"
"PS. Depok",Ciliwung,-6.400514000,106.832143000,"2020-03-24 19:10:00",1330,"Status : Normal"
"PA. Manggarai",Ciliwung,-6.207825,106.848458,"2020-03-24 19:10:00",6580,"Status : Normal"
"PS. Krukut Hulu",Krukut,-6.343900,106.798874,"2020-03-24 18:04:44",500,"Status : Normal"
"Pompa Cideng","Cideng Siantar",-6.173271,106.806351,"2020-03-24 19:10:00",130,"Status : Normal"
"P.A. Karet","Banjir Kanal Barat",-6.197901,106.810075,"2020-03-24 19:00:00",3300,"Status : Normal"
"P.A. Marina Ancol ",Laut,-6.125585,106.830154,"2020-03-24 19:10:00",1660,"Status : Normal"
"Pompa Pasar Ikan",Laut,-6.126132,106.809783,"2020-03-24 19:10:00",1650,"Status : Normal"
"Pompa. Pluit","Waduk Pluit",-6.109642,106.796954,"2020-03-24 19:10:00",-1920,"Status : Normal"
"PS. Pesanggrahan",Pesanggrahan,-6.397111000,106.771825000,"2020-03-24 19:10:00",660,"Status : Normal"
"PS. Angke Hulu",Angke,-6.220047,106.694137,"2020-03-24 19:10:00",880,"Status : Normal"
"PS. Sunter Hulu",Sunter,-6.317920000,106.920901000,"2020-03-24 19:10:00",670,"Status : Normal"
"PA. Pulo Gadung",Sunter,-6.191,106.904194,"2020-03-24 19:10:00",3270,"Status : Normal"
"Pompa Yos Sudarso 1","Sunter Timur",-6.155547,106.885975,"2020-03-24 19:10:00",720,"Status : Normal"
"PS. Cipinang Hulu","Cipinang Hulu",-6.374264,106.883862,"2020-03-24 19:10:00",920,"Status : Normal"
"Pompa Kali Duri (Kalijodo)","Kali Duri",-6.142320,106.790390,"2020-03-24 19:10:00",1430,"Status : Normal"
"P.A. Istiqlal  ",Ciliwung,-6.168254,106.831350,"2020-03-24 19:10:00",1490,"Status : Normal"
"P.A. Jembatan Merah",Ciliwung,-6.149068,106.834214,"2020-03-24 19:10:00",1400,"Status : Siaga 3"
"P.A. Flusing Ancol",Ciliwung,-6.129859,106.831254,"2020-03-24 19:10:00",1500,"Status : Normal"
"P.A. Hek","Kali Baru Timur",-6.287305,106.870630,"2020-03-24 19:10:00",1780,"Status : Normal"
"Bendung. Cibalok - Gadog",Ciliwung,-6.653417,106.869551,"2020-03-24 19:40:00",60,"Status : Normal"
"Bendung. Katulampa (Hulu)",Ciliwung,-6.633167,106.836806,"2020-03-24 19:40:00",330,"Status : Normal"
"PS. Depok",Ciliwung,-6.400514000,106.832143000,"2020-03-24 19:40:00",1320,"Status : Normal"
"PA. Manggarai",Ciliwung,-6.207825,106.848458,"2020-03-24 19:40:00",6600,"Status : Normal"
"PS. Krukut Hulu",Krukut,-6.343900,106.798874,"2020-03-24 19:28:50",500,"Status : Normal"
"Pompa Cideng","Cideng Siantar",-6.173271,106.806351,"2020-03-24 19:40:00",140,"Status : Normal"
"P.A. Karet","Banjir Kanal Barat",-6.197901,106.810075,"2020-03-24 19:40:00",3330,"Status : Normal"
"P.A. Marina Ancol ",Laut,-6.125585,106.830154,"2020-03-24 19:40:00",1680,"Status : Normal"
"Pompa Pasar Ikan",Laut,-6.126132,106.809783,"2020-03-24 19:40:00",1700,"Status : Siaga 3"
"Pompa. Pluit","Waduk Pluit",-6.109642,106.796954,"2020-03-24 19:40:00",-1920,"Status : Normal"
"PS. Pesanggrahan",Pesanggrahan,-6.397111000,106.771825000,"2020-03-24 19:40:00",650,"Status : Normal"
"PS. Angke Hulu",Angke,-6.220047,106.694137,"2020-03-24 19:40:00",870,"Status : Normal"
"PS. Sunter Hulu",Sunter,-6.317920000,106.920901000,"2020-03-24 19:40:00",670,"Status : Normal"
"PA. Pulo Gadung",Sunter,-6.191,106.904194,"2020-03-24 19:40:00",3270,"Status : Normal"
"Pompa Yos Sudarso 1","Sunter Timur",-6.155547,106.885975,"2020-03-24 19:40:00",740,"Status : Normal"
"PS. Cipinang Hulu","Cipinang Hulu",-6.374264,106.883862,"2020-03-24 19:40:00",930,"Status : Normal"
"Pompa Kali Duri (Kalijodo)","Kali Duri",-6.142320,106.790390,"2020-03-24 19:40:00",1430,"Status : Normal"
"P.A. Istiqlal  ",Ciliwung,-6.168254,106.831350,"2020-03-24 19:40:00",1550,"Status : Normal"
"P.A. Jembatan Merah",Ciliwung,-6.149068,106.834214,"2020-03-24 19:40:00",1400,"Status : Siaga 3"
"P.A. Flusing Ancol",Ciliwung,-6.129859,106.831254,"2020-03-24 19:40:00",1490,"Status : Normal"
"P.A. Hek","Kali Baru Timur",-6.287305,106.870630,"2020-03-24 19:40:00",1780,"Status : Normal"
"Bendung. Cibalok - Gadog",Ciliwung,-6.653417,106.869551,"2020-03-24 20:10:00",70,"Status : Normal"
"Bendung. Katulampa (Hulu)",Ciliwung,-6.633167,106.836806,"2020-03-24 20:10:00",330,"Status : Normal"
"PS. Depok",Ciliwung,-6.400514000,106.832143000,"2020-03-24 20:10:00",1090,"Status : Normal"
"PA. Manggarai",Ciliwung,-6.207825,106.848458,"2020-03-24 20:10:00",6600,"Status : Normal"
"PS. Krukut Hulu",Krukut,-6.343900,106.798874,"2020-03-24 19:28:50",500,"Status : Normal"
"Pompa Cideng","Cideng Siantar",-6.173271,106.806351,"2020-03-24 20:10:00",140,"Status : Normal"
"P.A. Karet","Banjir Kanal Barat",-6.197901,106.810075,"2020-03-24 20:10:00",3340,"Status : Normal"
"P.A. Marina Ancol ",Laut,-6.125585,106.830154,"2020-03-24 20:10:00",1720,"Status : Siaga 3"
"Pompa Pasar Ikan",Laut,-6.126132,106.809783,"2020-03-24 20:10:00",1720,"Status : Siaga 3"
"Pompa. Pluit","Waduk Pluit",-6.109642,106.796954,"2020-03-24 20:10:00",-1910,"Status : Normal"
"PS. Pesanggrahan",Pesanggrahan,-6.397111000,106.771825000,"2020-03-24 20:10:00",660,"Status : Normal"
"PS. Angke Hulu",Angke,-6.220047,106.694137,"2020-03-24 20:10:00",870,"Status : Normal"
"PS. Sunter Hulu",Sunter,-6.317920000,106.920901000,"2020-03-24 20:10:00",670,"Status : Normal"
"PA. Pulo Gadung",Sunter,-6.191,106.904194,"2020-03-24 20:10:00",3370,"Status : Normal"
"Pompa Yos Sudarso 1","Sunter Timur",-6.155547,106.885975,"2020-03-24 20:10:00",770,"Status : Normal"
"PS. Cipinang Hulu","Cipinang Hulu",-6.374264,106.883862,"2020-03-24 20:10:00",950,"Status : Normal"
"Pompa Kali Duri (Kalijodo)","Kali Duri",-6.142320,106.790390,"2020-03-24 20:10:00",1430,"Status : Normal"
"P.A. Istiqlal  ",Ciliwung,-6.168254,106.831350,"2020-03-24 20:00:00",1540,"Status : Normal"
"P.A. Jembatan Merah",Ciliwung,-6.149068,106.834214,"2020-03-24 20:10:00",1420,"Status : Siaga 3"
"P.A. Flusing Ancol",Ciliwung,-6.129859,106.831254,"2020-03-24 20:10:00",1510,"Status : Normal"
"P.A. Hek","Kali Baru Timur",-6.287305,106.870630,"2020-03-24 20:10:00",1780,"Status : Normal"
"Bendung. Cibalok - Gadog",Ciliwung,-6.653417,106.869551,"2020-03-24 20:40:00",80,"Status : Normal"
"Bendung. Katulampa (Hulu)",Ciliwung,-6.633167,106.836806,"2020-03-24 20:40:00",340,"Status : Normal"
"PS. Depok",Ciliwung,-6.400514000,106.832143000,"2020-03-24 20:40:00",1070,"Status : Normal"
"PA. Manggarai",Ciliwung,-6.207825,106.848458,"2020-03-24 20:40:00",6590,"Status : Normal"
"PS. Krukut Hulu",Krukut,-6.343900,106.798874,"2020-03-24 20:00:04",200,"Status : Normal"
"Pompa Cideng","Cideng Siantar",-6.173271,106.806351,"2020-03-24 20:40:00",140,"Status : Normal"
"P.A. Karet","Banjir Kanal Barat",-6.197901,106.810075,"2020-03-24 20:40:00",3370,"Status : Normal"
"P.A. Marina Ancol ",Laut,-6.125585,106.830154,"2020-03-24 20:40:00",1770,"Status : Siaga 3"
"Pompa Pasar Ikan",Laut,-6.126132,106.809783,"2020-03-24 20:40:00",1800,"Status : Siaga 3"
"Pompa. Pluit","Waduk Pluit",-6.109642,106.796954,"2020-03-24 20:40:00",-1910,"Status : Normal"
"PS. Pesanggrahan",Pesanggrahan,-6.397111000,106.771825000,"2020-03-24 20:40:00",650,"Status : Normal"
"PS. Angke Hulu",Angke,-6.220047,106.694137,"2020-03-24 20:40:00",850,"Status : Normal"
"PS. Sunter Hulu",Sunter,-6.317920000,106.920901000,"2020-03-24 20:40:00",690,"Status : Normal"
"PA. Pulo Gadung",Sunter,-6.191,106.904194,"2020-03-24 20:40:00",3420,"Status : Normal"
"Pompa Yos Sudarso 1","Sunter Timur",-6.155547,106.885975,"2020-03-24 20:40:00",790,"Status : Normal"
"PS. Cipinang Hulu","Cipinang Hulu",-6.374264,106.883862,"2020-03-24 20:40:00",1020,"Status : Normal"
"Pompa Kali Duri (Kalijodo)","Kali Duri",-6.142320,106.790390,"2020-03-24 20:40:00",1430,"Status : Normal"
"P.A. Istiqlal  ",Ciliwung,-6.168254,106.831350,"2020-03-24 20:40:00",1560,"Status : Normal"
"P.A. Jembatan Merah",Ciliwung,-6.149068,106.834214,"2020-03-24 20:40:00",1440,"Status : Siaga 3"
"P.A. Flusing Ancol",Ciliwung,-6.129859,106.831254,"2020-03-24 20:40:00",1520,"Status : Normal"
"P.A. Hek","Kali Baru Timur",-6.287305,106.870630,"2020-03-24 20:40:00",1800,"Status : Normal"
"Bendung. Cibalok - Gadog",Ciliwung,-6.653417,106.869551,"2020-03-24 21:10:00",80,"Status : Normal"
"Bendung. Katulampa (Hulu)",Ciliwung,-6.633167,106.836806,"2020-03-24 21:10:00",360,"Status : Normal"
"PS. Depok",Ciliwung,-6.400514000,106.832143000,"2020-03-24 21:10:00",1080,"Status : Normal"
"PA. Manggarai",Ciliwung,-6.207825,106.848458,"2020-03-24 21:10:00",6600,"Status : Normal"
"PS. Krukut Hulu",Krukut,-6.343900,106.798874,"2020-03-24 20:00:04",200,"Status : Normal"
"Pompa Cideng","Cideng Siantar",-6.173271,106.806351,"2020-03-24 21:10:00",140,"Status : Normal"
"P.A. Karet","Banjir Kanal Barat",-6.197901,106.810075,"2020-03-24 21:10:00",3340,"Status : Normal"
"P.A. Marina Ancol ",Laut,-6.125585,106.830154,"2020-03-24 21:10:00",1800,"Status : Siaga 3"
"Pompa Pasar Ikan",Laut,-6.126132,106.809783,"2020-03-24 21:10:00",1770,"Status : Siaga 3"
"Pompa. Pluit","Waduk Pluit",-6.109642,106.796954,"2020-03-24 21:10:00",-1900,"Status : Normal"
"PS. Pesanggrahan",Pesanggrahan,-6.397111000,106.771825000,"2020-03-24 21:10:00",650,"Status : Normal"
"PS. Angke Hulu",Angke,-6.220047,106.694137,"2020-03-24 21:10:00",850,"Status : Normal"
"PS. Sunter Hulu",Sunter,-6.317920000,106.920901000,"2020-03-24 21:10:00",690,"Status : Normal"
"PA. Pulo Gadung",Sunter,-6.191,106.904194,"2020-03-24 21:10:00",3420,"Status : Normal"
"Pompa Yos Sudarso 1","Sunter Timur",-6.155547,106.885975,"2020-03-24 21:10:00",820,"Status : Normal"
"PS. Cipinang Hulu","Cipinang Hulu",-6.374264,106.883862,"2020-03-24 21:10:00",1140,"Status : Normal"
"Pompa Kali Duri (Kalijodo)","Kali Duri",-6.142320,106.790390,"2020-03-24 21:10:00",1430,"Status : Normal"
"P.A. Istiqlal  ",Ciliwung,-6.168254,106.831350,"2020-03-24 21:10:00",1570,"Status : Normal"
"P.A. Jembatan Merah",Ciliwung,-6.149068,106.834214,"2020-03-24 21:10:00",1450,"Status : Siaga 3"
"P.A. Flusing Ancol",Ciliwung,-6.129859,106.831254,"2020-03-24 21:10:00",1540,"Status : Normal"
"P.A. Hek","Kali Baru Timur",-6.287305,106.870630,"2020-03-24 21:10:00",1790,"Status : Normal"
"Bendung. Cibalok - Gadog",Ciliwung,-6.653417,106.869551,"2020-03-24 21:40:00",70,"Status : Normal"
"Bendung. Katulampa (Hulu)",Ciliwung,-6.633167,106.836806,"2020-03-24 21:40:00",370,"Status : Normal"
"PS. Depok",Ciliwung,-6.400514000,106.832143000,"2020-03-24 21:40:00",1150,"Status : Normal"
"PA. Manggarai",Ciliwung,-6.207825,106.848458,"2020-03-24 21:40:00",6600,"Status : Normal"
"PS. Krukut Hulu",Krukut,-6.343900,106.798874,"2020-03-24 21:23:21",500,"Status : Normal"
"Pompa Cideng","Cideng Siantar",-6.173271,106.806351,"2020-03-24 21:40:00",130,"Status : Normal"
"P.A. Karet","Banjir Kanal Barat",-6.197901,106.810075,"2020-03-24 21:40:00",3350,"Status : Normal"
"P.A. Marina Ancol ",Laut,-6.125585,106.830154,"2020-03-24 21:40:00",1800,"Status : Siaga 3"
"Pompa Pasar Ikan",Laut,-6.126132,106.809783,"2020-03-24 21:40:00",1800,"Status : Siaga 3"
"Pompa. Pluit","Waduk Pluit",-6.109642,106.796954,"2020-03-24 21:40:00",-1900,"Status : Normal"
"PS. Pesanggrahan",Pesanggrahan,-6.397111000,106.771825000,"2020-03-24 21:40:00",660,"Status : Normal"
"PS. Angke Hulu",Angke,-6.220047,106.694137,"2020-03-24 21:40:00",840,"Status : Normal"
"PS. Sunter Hulu",Sunter,-6.317920000,106.920901000,"2020-03-24 21:40:00",810,"Status : Normal"
"PA. Pulo Gadung",Sunter,-6.191,106.904194,"2020-03-24 21:40:00",3400,"Status : Normal"
"Pompa Yos Sudarso 1","Sunter Timur",-6.155547,106.885975,"2020-03-24 21:40:00",870,"Status : Normal"
"PS. Cipinang Hulu","Cipinang Hulu",-6.374264,106.883862,"2020-03-24 21:40:00",1220,"Status : Normal"
"Pompa Kali Duri (Kalijodo)","Kali Duri",-6.142320,106.790390,"2020-03-24 21:40:00",1430,"Status : Normal"
"P.A. Istiqlal  ",Ciliwung,-6.168254,106.831350,"2020-03-24 21:40:00",1600,"Status : Normal"
"P.A. Jembatan Merah",Ciliwung,-6.149068,106.834214,"2020-03-24 21:40:00",1470,"Status : Siaga 3"
"P.A. Flusing Ancol",Ciliwung,-6.129859,106.831254,"2020-03-24 21:40:00",1560,"Status : Normal"
"P.A. Hek","Kali Baru Timur",-6.287305,106.870630,"2020-03-24 21:40:00",1810,"Status : Normal"
"Bendung. Cibalok - Gadog",Ciliwung,-6.653417,106.869551,"2020-03-24 22:10:00",80,"Status : Normal"
"Bendung. Katulampa (Hulu)",Ciliwung,-6.633167,106.836806,"2020-03-24 22:10:00",370,"Status : Normal"
"PS. Depok",Ciliwung,-6.400514000,106.832143000,"2020-03-24 22:10:00",1130,"Status : Normal"
"PA. Manggarai",Ciliwung,-6.207825,106.848458,"2020-03-24 22:10:00",6590,"Status : Normal"
"PS. Krukut Hulu",Krukut,-6.343900,106.798874,"2020-03-24 21:23:21",500,"Status : Normal"
"Pompa Cideng","Cideng Siantar",-6.173271,106.806351,"2020-03-24 22:10:00",130,"Status : Normal"
"P.A. Karet","Banjir Kanal Barat",-6.197901,106.810075,"2020-03-24 22:10:00",3340,"Status : Normal"
"P.A. Marina Ancol ",Laut,-6.125585,106.830154,"2020-03-24 22:10:00",1860,"Status : Siaga 3"
"Pompa Pasar Ikan",Laut,-6.126132,106.809783,"2020-03-24 22:10:00",1840,"Status : Siaga 3"
"Pompa. Pluit","Waduk Pluit",-6.109642,106.796954,"2020-03-24 22:10:00",-1890,"Status : Normal"
