nama_pintu_air,lokasi,latitude,longitude,tanggal,tinggi_air,status_siaga
"PS. Depok",Ciliwung,-6.400514000,106.832143000,"2020-03-20 14:40:00",1370,"Status : Normal"
"PA. Manggarai",Ciliwung,-6.207825,106.848458,"2020-03-20 14:40:00",7970,"Status : Siaga 3"
"PS. Krukut Hulu",Krukut,-6.343900,106.798874,"2020-03-20 14:07:01",750,"Status : Normal"
"Pompa Cideng","Cideng Siantar",-6.173271,106.806351,"2020-03-20 14:40:00",150,"Status : Normal"
"P.A. Karet","Banjir Kanal Barat",-6.197901,106.810075,"2020-03-20 14:40:00",5590,"Status : Siaga 2"
"P.A. Marina Ancol ",Laut,-6.125585,106.830154,"2020-03-20 14:40:00",1480,"Status : Normal"
"Pompa Pasar Ikan",Laut,-6.126132,106.809783,"2020-03-20 13:00:00",1720,"Status : Siaga 3"
"Pompa. Pluit","Waduk Pluit",-6.109642,106.796954,"2020-03-20 14:40:00",-1910,"Status : Normal"
"PS. Pesanggrahan",Pesanggrahan,-6.397111000,106.771825000,"2020-03-20 14:40:00",950,"Status : Normal"
"PS. Angke Hulu",Angke,-6.220047,106.694137,"2020-03-20 14:00:00",1200,"Status : Normal"
"PS. Sunter Hulu",Sunter,-6.317920000,106.920901000,"2020-03-20 14:40:00",880,"Status : Normal"
"PA. Pulo Gadung",Sunter,-6.191,106.904194,"2020-03-20 14:40:00",4710,"Status : Normal"
"Pompa Yos Sudarso 1","Sunter Timur",-6.155547,106.885975,"2020-03-20 14:40:00",1040,"Status : Normal"
"PS. Cipinang Hulu","Cipinang Hulu",-6.374264,106.883862,"2020-03-20 14:40:00",1150,"Status : Normal"
"Pompa Kali Duri (Kalijodo)","Kali Duri",-6.142320,106.790390,"2020-03-20 14:40:00",1430,"Status : Normal"
"P.A. Istiqlal  ",Ciliwung,-6.168254,106.831350,"2020-03-20 14:40:00",1480,"Status : Normal"
"P.A. Jembatan Merah",Ciliwung,-6.149068,106.834214,"2020-03-20 14:30:00",1400,"Status : Siaga 3"
"P.A. Flusing Ancol",Ciliwung,-6.129859,106.831254,"2020-03-20 14:40:00",1360,"Status : Normal"
"P.A. Hek","Kali Baru Timur",-6.287305,106.870630,"2020-03-20 14:40:00",1930,"Status : Normal"
"Bendung. Cibalok - Gadog",Ciliwung,-6.653417,106.869551,"2020-03-20 15:10:00",80,"Status : Normal"
"Bendung. Katulampa (Hulu)",Ciliwung,-6.633167,106.836806,"2020-03-20 15:10:00",280,"Status : Normal"
"PS. Depok",Ciliwung,-6.400514000,106.832143000,"2020-03-20 15:00:00",1300,"Status : Normal"
"PA. Manggarai",Ciliwung,-6.207825,106.848458,"2020-03-20 15:10:00",8160,"Status : Siaga 3"
"PS. Krukut Hulu",Krukut,-6.343900,106.798874,"2020-03-20 14:07:01",750,"Status : Normal"
"Pompa Cideng","Cideng Siantar",-6.173271,106.806351,"2020-03-20 15:10:00",0,"Status : Normal"
"P.A. Karet","Banjir Kanal Barat",-6.197901,106.810075,"2020-03-20 15:00:00",5260,"Status : Siaga 3"
"P.A. Marina Ancol ",Laut,-6.125585,106.830154,"2020-03-20 15:10:00",1460,"Status : Normal"
"Pompa Pasar Ikan",Laut,-6.126132,106.809783,"2020-03-20 15:00:00",1580,"Status : Normal"
"Pompa. Pluit","Waduk Pluit",-6.109642,106.796954,"2020-03-20 15:10:00",-1910,"Status : Normal"
"PS. Pesanggrahan",Pesanggrahan,-6.397111000,106.771825000,"2020-03-20 15:10:00",970,"Status : Normal"
"PS. Angke Hulu",Angke,-6.220047,106.694137,"2020-03-20 14:00:00",1200,"Status : Normal"
"PS. Sunter Hulu",Sunter,-6.317920000,106.920901000,"2020-03-20 15:10:00",880,"Status : Normal"
"PA. Pulo Gadung",Sunter,-6.191,106.904194,"2020-03-20 15:00:00",4860,"Status : Normal"
"Pompa Yos Sudarso 1","Sunter Timur",-6.155547,106.885975,"2020-03-20 15:10:00",1170,"Status : Normal"
"PS. Cipinang Hulu","Cipinang Hulu",-6.374264,106.883862,"2020-03-20 15:10:00",1140,"Status : Normal"
"Pompa Kali Duri (Kalijodo)","Kali Duri",-6.142320,106.790390,"2020-03-20 15:10:00",1430,"Status : Normal"
"P.A. Istiqlal  ",Ciliwung,-6.168254,106.831350,"2020-03-20 15:10:00",1470,"Status : Normal"
"P.A. Jembatan Merah",Ciliwung,-6.149068,106.834214,"2020-03-20 15:10:00",1400,"Status : Siaga 3"
"P.A. Flusing Ancol",Ciliwung,-6.129859,106.831254,"2020-03-20 15:10:00",1340,"Status : Normal"
"P.A. Hek","Kali Baru Timur",-6.287305,106.870630,"2020-03-20 15:10:00",1840,"Status : Normal"
"Bendung. Cibalok - Gadog",Ciliwung,-6.653417,106.869551,"2020-03-20 15:40:00",60,"Status : Normal"
"Bendung. Katulampa (Hulu)",Ciliwung,-6.633167,106.836806,"2020-03-20 15:40:00",300,"Status : Normal"
"PS. Depok",Ciliwung,-6.400514000,106.832143000,"2020-03-20 15:40:00",1360,"Status : Normal"
"PA. Manggarai",Ciliwung,-6.207825,106.848458,"2020-03-20 15:40:00",7990,"Status : Siaga 3"
"PS. Krukut Hulu",Krukut,-6.343900,106.798874,"2020-03-20 15:25:18",750,"Status : Normal"
"Pompa Cideng","Cideng Siantar",-6.173271,106.806351,"2020-03-20 15:40:00",360,"Status : Normal"
"P.A. Karet","Banjir Kanal Barat",-6.197901,106.810075,"2020-03-20 15:40:00",5580,"Status : Siaga 2"
"P.A. Marina Ancol ",Laut,-6.125585,106.830154,"2020-03-20 15:40:00",1460,"Status : Normal"
"Pompa Pasar Ikan",Laut,-6.126132,106.809783,"2020-03-20 15:00:00",1580,"Status : Normal"
"Pompa. Pluit","Waduk Pluit",-6.109642,106.796954,"2020-03-20 15:40:00",-1920,"Status : Normal"
"PS. Pesanggrahan",Pesanggrahan,-6.397111000,106.771825000,"2020-03-20 15:40:00",930,"Status : Normal"
"PS. Angke Hulu",Angke,-6.220047,106.694137,"2020-03-20 15:00:00",1250,"Status : Normal"
"PS. Sunter Hulu",Sunter,-6.317920000,106.920901000,"2020-03-20 15:40:00",860,"Status : Normal"
"PA. Pulo Gadung",Sunter,-6.191,106.904194,"2020-03-20 15:40:00",5060,"Status : Normal"
"Pompa Yos Sudarso 1","Sunter Timur",-6.155547,106.885975,"2020-03-20 15:40:00",1290,"Status : Normal"
"PS. Cipinang Hulu","Cipinang Hulu",-6.374264,106.883862,"2020-03-20 15:40:00",1130,"Status : Normal"
"Pompa Kali Duri (Kalijodo)","Kali Duri",-6.142320,106.790390,"2020-03-20 15:40:00",1430,"Status : Normal"
"P.A. Istiqlal  ",Ciliwung,-6.168254,106.831350,"2020-03-20 15:40:00",1490,"Status : Normal"
"P.A. Jembatan Merah",Ciliwung,-6.149068,106.834214,"2020-03-20 15:40:00",1400,"Status : Siaga 3"
"P.A. Flusing Ancol",Ciliwung,-6.129859,106.831254,"2020-03-20 15:40:00",1340,"Status : Normal"
"P.A. Hek","Kali Baru Timur",-6.287305,106.870630,"2020-03-20 15:40:00",1800,"Status : Normal"
"Bendung. Cibalok - Gadog",Ciliwung,-6.653417,106.869551,"2020-03-20 16:10:00",90,"Status : Normal"
"Bendung. Katulampa (Hulu)",Ciliwung,-6.633167,106.836806,"2020-03-20 16:10:00",340,"Status : Normal"
"PS. Depok",Ciliwung,-6.400514000,106.832143000,"2020-03-20 16:10:00",1360,"Status : Normal"
"PA. Manggarai",Ciliwung,-6.207825,106.848458,"2020-03-20 16:10:00",7810,"Status : Siaga 3"
"PS. Krukut Hulu",Krukut,-6.343900,106.798874,"2020-03-20 15:25:18",750,"Status : Normal"
"Pompa Cideng","Cideng Siantar",-6.173271,106.806351,"2020-03-20 16:10:00",400,"Status : Normal"
"P.A. Karet","Banjir Kanal Barat",-6.197901,106.810075,"2020-03-20 16:10:00",5710,"Status : Siaga 2"
"P.A. Marina Ancol ",Laut,-6.125585,106.830154,"2020-03-20 16:10:00",1410,"Status : Normal"
"Pompa Pasar Ikan",Laut,-6.126132,106.809783,"2020-03-20 15:00:00",1580,"Status : Normal"
"Pompa. Pluit","Waduk Pluit",-6.109642,106.796954,"2020-03-20 16:10:00",-1930,"Status : Normal"
"PS. Pesanggrahan",Pesanggrahan,-6.397111000,106.771825000,"2020-03-20 16:10:00",930,"Status : Normal"
"PS. Angke Hulu",Angke,-6.220047,106.694137,"2020-03-20 15:00:00",1250,"Status : Normal"
"PS. Sunter Hulu",Sunter,-6.317920000,106.920901000,"2020-03-20 16:10:00",870,"Status : Normal"
"PA. Pulo Gadung",Sunter,-6.191,106.904194,"2020-03-20 16:10:00",5000,"Status : Normal"
"Pompa Yos Sudarso 1","Sunter Timur",-6.155547,106.885975,"2020-03-20 16:10:00",1410,"Status : Siaga 3"
"PS. Cipinang Hulu","Cipinang Hulu",-6.374264,106.883862,"2020-03-20 16:10:00",1120,"Status : Normal"
"Pompa Kali Duri (Kalijodo)","Kali Duri",-6.142320,106.790390,"2020-03-20 16:10:00",1430,"Status : Normal"
"P.A. Istiqlal  ",Ciliwung,-6.168254,106.831350,"2020-03-20 16:10:00",1540,"Status : Normal"
"P.A. Jembatan Merah",Ciliwung,-6.149068,106.834214,"2020-03-20 16:10:00",1400,"Status : Siaga 3"
"P.A. Flusing Ancol",Ciliwung,-6.129859,106.831254,"2020-03-20 16:10:00",1290,"Status : Normal"
"P.A. Hek","Kali Baru Timur",-6.287305,106.870630,"2020-03-20 16:10:00",1790,"Status : Normal"
"Bendung. Cibalok - Gadog",Ciliwung,-6.653417,106.869551,"2020-03-20 16:30:00",100,"Status : Normal"
"Bendung. Katulampa (Hulu)",Ciliwung,-6.633167,106.836806,"2020-03-20 16:40:00",500,"Status : Normal"
"PS. Depok",Ciliwung,-6.400514000,106.832143000,"2020-03-20 16:40:00",1350,"Status : Normal"
"PA. Manggarai",Ciliwung,-6.207825,106.848458,"2020-03-20 16:40:00",7600,"Status : Siaga 3"
"PS. Krukut Hulu",Krukut,-6.343900,106.798874,"2020-03-20 16:15:48",400,"Status : Normal"
"Pompa Cideng","Cideng Siantar",-6.173271,106.806351,"2020-03-20 16:40:00",410,"Status : Normal"
"P.A. Karet","Banjir Kanal Barat",-6.197901,106.810075,"2020-03-20 16:40:00",5600,"Status : Siaga 2"
"P.A. Marina Ancol ",Laut,-6.125585,106.830154,"2020-03-20 16:40:00",1410,"Status : Normal"
"Pompa Pasar Ikan",Laut,-6.126132,106.809783,"2020-03-20 16:00:28",1500,"Status : Normal"
"Pompa. Pluit","Waduk Pluit",-6.109642,106.796954,"2020-03-20 16:40:00",-1930,"Status : Normal"
"PS. Pesanggrahan",Pesanggrahan,-6.397111000,106.771825000,"2020-03-20 16:40:00",930,"Status : Normal"
"PS. Angke Hulu",Angke,-6.220047,106.694137,"2020-03-20 16:10:22",1400,"Status : Normal"
"PS. Sunter Hulu",Sunter,-6.317920000,106.920901000,"2020-03-20 16:40:00",860,"Status : Normal"
"PA. Pulo Gadung",Sunter,-6.191,106.904194,"2020-03-20 16:40:00",4860,"Status : Normal"
"Pompa Yos Sudarso 1","Sunter Timur",-6.155547,106.885975,"2020-03-20 16:40:00",1440,"Status : Siaga 3"
"PS. Cipinang Hulu","Cipinang Hulu",-6.374264,106.883862,"2020-03-20 16:40:00",1120,"Status : Normal"
"Pompa Kali Duri (Kalijodo)","Kali Duri",-6.142320,106.790390,"2020-03-20 16:40:00",1430,"Status : Normal"
"P.A. Istiqlal  ",Ciliwung,-6.168254,106.831350,"2020-03-20 16:40:00",1620,"Status : Normal"
"P.A. Jembatan Merah",Ciliwung,-6.149068,106.834214,"2020-03-20 16:40:00",1400,"Status : Siaga 3"
"P.A. Flusing Ancol",Ciliwung,-6.129859,106.831254,"2020-03-20 16:40:00",1310,"Status : Normal"
"P.A. Hek","Kali Baru Timur",-6.287305,106.870630,"2020-03-20 16:40:00",1780,"Status : Normal"
"Bendung. Cibalok - Gadog",Ciliwung,-6.653417,106.869551,"2020-03-20 17:10:00",120,"Status : Normal"
"Bendung. Katulampa (Hulu)",Ciliwung,-6.633167,106.836806,"2020-03-20 17:10:00",600,"Status : Normal"
"PS. Depok",Ciliwung,-6.400514000,106.832143000,"2020-03-20 17:10:00",1350,"Status : Normal"
"PA. Manggarai",Ciliwung,-6.207825,106.848458,"2020-03-20 17:10:00",7390,"Status : Normal"
"PS. Krukut Hulu",Krukut,-6.343900,106.798874,"2020-03-20 16:15:48",400,"Status : Normal"
"Pompa Cideng","Cideng Siantar",-6.173271,106.806351,"2020-03-20 17:10:00",420,"Status : Normal"
"P.A. Karet","Banjir Kanal Barat",-6.197901,106.810075,"2020-03-20 17:10:00",5390,"Status : Siaga 3"
"P.A. Marina Ancol ",Laut,-6.125585,106.830154,"2020-03-20 17:10:00",1390,"Status : Normal"
"Pompa Pasar Ikan",Laut,-6.126132,106.809783,"2020-03-20 16:00:28",1500,"Status : Normal"
"Pompa. Pluit","Waduk Pluit",-6.109642,106.796954,"2020-03-20 17:10:00",-1930,"Status : Normal"
"PS. Pesanggrahan",Pesanggrahan,-6.397111000,106.771825000,"2020-03-20 17:10:00",900,"Status : Normal"
"PS. Angke Hulu",Angke,-6.220047,106.694137,"2020-03-20 16:10:22",1400,"Status : Normal"
"PS. Sunter Hulu",Sunter,-6.317920000,106.920901000,"2020-03-20 17:10:00",850,"Status : Normal"
"PA. Pulo Gadung",Sunter,-6.191,106.904194,"2020-03-20 17:10:00",4690,"Status : Normal"
"Pompa Yos Sudarso 1","Sunter Timur",-6.155547,106.885975,"2020-03-20 17:10:00",1430,"Status : Siaga 3"
"PS. Cipinang Hulu","Cipinang Hulu",-6.374264,106.883862,"2020-03-20 17:10:00",1120,"Status : Normal"
"Pompa Kali Duri (Kalijodo)","Kali Duri",-6.142320,106.790390,"2020-03-20 17:10:00",1430,"Status : Normal"
"P.A. Istiqlal  ",Ciliwung,-6.168254,106.831350,"2020-03-20 17:10:00",1680,"Status : Normal"
"P.A. Jembatan Merah",Ciliwung,-6.149068,106.834214,"2020-03-20 17:10:00",1400,"Status : Siaga 3"
"P.A. Flusing Ancol",Ciliwung,-6.129859,106.831254,"2020-03-20 17:10:00",1270,"Status : Normal"
"P.A. Hek","Kali Baru Timur",-6.287305,106.870630,"2020-03-20 17:10:00",1770,"Status : Normal"
"Bendung. Cibalok - Gadog",Ciliwung,-6.653417,106.869551,"2020-03-20 17:40:00",110,"Status : Normal"
"Bendung. Katulampa (Hulu)",Ciliwung,-6.633167,106.836806,"2020-03-20 17:40:00",620,"Status : Normal"
"PS. Depok",Ciliwung,-6.400514000,106.832143000,"2020-03-20 17:40:00",1350,"Status : Normal"
"PA. Manggarai",Ciliwung,-6.207825,106.848458,"2020-03-20 17:40:00",7250,"Status : Normal"
"PS. Krukut Hulu",Krukut,-6.343900,106.798874,"2020-03-20 17:15:09",400,"Status : Normal"
"Pompa Cideng","Cideng Siantar",-6.173271,106.806351,"2020-03-20 17:40:00",420,"Status : Normal"
"P.A. Karet","Banjir Kanal Barat",-6.197901,106.810075,"2020-03-20 17:40:00",5180,"Status : Siaga 3"
"P.A. Marina Ancol ",Laut,-6.125585,106.830154,"2020-03-20 17:40:00",1420,"Status : Normal"
"Pompa Pasar Ikan",Laut,-6.126132,106.809783,"2020-03-20 17:06:16",1420,"Status : Normal"
"Pompa. Pluit","Waduk Pluit",-6.109642,106.796954,"2020-03-20 17:40:00",-1930,"Status : Normal"
"PS. Pesanggrahan",Pesanggrahan,-6.397111000,106.771825000,"2020-03-20 17:30:00",900,"Status : Normal"
"PS. Angke Hulu",Angke,-6.220047,106.694137,"2020-03-20 17:00:00",400,"Status : Normal"
"PS. Sunter Hulu",Sunter,-6.317920000,106.920901000,"2020-03-20 17:40:00",850,"Status : Normal"
"PA. Pulo Gadung",Sunter,-6.191,106.904194,"2020-03-20 17:40:00",4490,"Status : Normal"
"Pompa Yos Sudarso 1","Sunter Timur",-6.155547,106.885975,"2020-03-20 17:40:00",1410,"Status : Siaga 3"
"PS. Cipinang Hulu","Cipinang Hulu",-6.374264,106.883862,"2020-03-20 17:40:00",1120,"Status : Normal"
"Pompa Kali Duri (Kalijodo)","Kali Duri",-6.142320,106.790390,"2020-03-20 17:40:00",1430,"Status : Normal"
"P.A. Istiqlal  ",Ciliwung,-6.168254,106.831350,"2020-03-20 17:40:00",1720,"Status : Normal"
"P.A. Jembatan Merah",Ciliwung,-6.149068,106.834214,"2020-03-20 17:30:00",1400,"Status : Siaga 3"
"P.A. Flusing Ancol",Ciliwung,-6.129859,106.831254,"2020-03-20 17:40:00",1310,"Status : Normal"
"P.A. Hek","Kali Baru Timur",-6.287305,106.870630,"2020-03-20 17:40:00",1790,"Status : Normal"
"Bendung. Cibalok - Gadog",Ciliwung,-6.653417,106.869551,"2020-03-20 18:00:00",110,"Status : Normal"
"Bendung. Katulampa (Hulu)",Ciliwung,-6.633167,106.836806,"2020-03-20 18:10:00",620,"Status : Normal"
"PS. Depok",Ciliwung,-6.400514000,106.832143000,"2020-03-20 18:10:00",1330,"Status : Normal"
"PA. Manggarai",Ciliwung,-6.207825,106.848458,"2020-03-20 18:10:00",7100,"Status : Normal"
"PS. Krukut Hulu",Krukut,-6.343900,106.798874,"2020-03-20 17:15:09",400,"Status : Normal"
"Pompa Cideng","Cideng Siantar",-6.173271,106.806351,"2020-03-20 18:10:00",430,"Status : Normal"
"P.A. Karet","Banjir Kanal Barat",-6.197901,106.810075,"2020-03-20 18:10:00",5070,"Status : Siaga 3"
"P.A. Marina Ancol ",Laut,-6.125585,106.830154,"2020-03-20 18:10:00",1480,"Status : Normal"
"Pompa Pasar Ikan",Laut,-6.126132,106.809783,"2020-03-20 17:06:16",1420,"Status : Normal"
"Pompa. Pluit","Waduk Pluit",-6.109642,106.796954,"2020-03-20 18:10:00",-1930,"Status : Normal"
"PS. Pesanggrahan",Pesanggrahan,-6.397111000,106.771825000,"2020-03-20 18:10:00",890,"Status : Normal"
"PS. Angke Hulu",Angke,-6.220047,106.694137,"2020-03-20 17:00:00",400,"Status : Normal"
"PS. Sunter Hulu",Sunter,-6.317920000,106.920901000,"2020-03-20 18:10:00",840,"Status : Normal"
"PA. Pulo Gadung",Sunter,-6.191,106.904194,"2020-03-20 18:10:00",4330,"Status : Normal"
"Pompa Yos Sudarso 1","Sunter Timur",-6.155547,106.885975,"2020-03-20 18:10:00",1420,"Status : Siaga 3"
"PS. Cipinang Hulu","Cipinang Hulu",-6.374264,106.883862,"2020-03-20 18:10:00",1130,"Status : Normal"
"Pompa Kali Duri (Kalijodo)","Kali Duri",-6.142320,106.790390,"2020-03-20 18:10:00",1430,"Status : Normal"
"P.A. Istiqlal  ",Ciliwung,-6.168254,106.831350,"2020-03-20 18:10:00",1770,"Status : Normal"
"P.A. Jembatan Merah",Ciliwung,-6.149068,106.834214,"2020-03-20 18:10:00",1430,"Status : Siaga 3"
"P.A. Flusing Ancol",Ciliwung,-6.129859,106.831254,"2020-03-20 18:10:00",1380,"Status : Normal"
"P.A. Hek","Kali Baru Timur",-6.287305,106.870630,"2020-03-20 18:10:00",1770,"Status : Normal"
"Bendung. Cibalok - Gadog",Ciliwung,-6.653417,106.869551,"2020-03-20 18:40:00",150,"Status : Normal"
"Bendung. Katulampa (Hulu)",Ciliwung,-6.633167,106.836806,"2020-03-20 18:40:00",640,"Status : Normal"
"PS. Depok",Ciliwung,-6.400514000,106.832143000,"2020-03-20 18:40:00",1330,"Status : Normal"
"PA. Manggarai",Ciliwung,-6.207825,106.848458,"2020-03-20 18:40:00",7030,"Status : Normal"
"PS. Krukut Hulu",Krukut,-6.343900,106.798874,"2020-03-20 18:00:00",1400,"Status : Normal"
"Pompa Cideng","Cideng Siantar",-6.173271,106.806351,"2020-03-20 18:40:00",440,"Status : Normal"
"P.A. Karet","Banjir Kanal Barat",-6.197901,106.810075,"2020-03-20 18:40:00",4870,"Status : Siaga 3"
"P.A. Marina Ancol ",Laut,-6.125585,106.830154,"2020-03-20 18:40:00",1510,"Status : Normal"
"Pompa Pasar Ikan",Laut,-6.126132,106.809783,"2020-03-20 17:06:16",1420,"Status : Normal"
"Pompa. Pluit","Waduk Pluit",-6.109642,106.796954,"2020-03-20 18:40:00",-1930,"Status : Normal"
"PS. Pesanggrahan",Pesanggrahan,-6.397111000,106.771825000,"2020-03-20 18:40:00",890,"Status : Normal"
"PS. Angke Hulu",Angke,-6.220047,106.694137,"2020-03-20 18:00:00",1700,"Status : Siaga 3"
"PS. Sunter Hulu",Sunter,-6.317920000,106.920901000,"2020-03-20 18:40:00",840,"Status : Normal"
"PA. Pulo Gadung",Sunter,-6.191,106.904194,"2020-03-20 18:40:00",4240,"Status : Normal"
"Pompa Yos Sudarso 1","Sunter Timur",-6.155547,106.885975,"2020-03-20 18:40:00",1400,"Status : Siaga 3"
"PS. Cipinang Hulu","Cipinang Hulu",-6.374264,106.883862,"2020-03-20 18:40:00",1120,"Status : Normal"
"Pompa Kali Duri (Kalijodo)","Kali Duri",-6.142320,106.790390,"2020-03-20 18:40:00",1430,"Status : Normal"
"P.A. Istiqlal  ",Ciliwung,-6.168254,106.831350,"2020-03-20 18:40:00",1780,"Status : Normal"
"P.A. Jembatan Merah",Ciliwung,-6.149068,106.834214,"2020-03-20 18:40:00",1460,"Status : Siaga 3"
"P.A. Flusing Ancol",Ciliwung,-6.129859,106.831254,"2020-03-20 18:40:00",1400,"Status : Normal"
"P.A. Hek","Kali Baru Timur",-6.287305,106.870630,"2020-03-20 18:40:00",1760,"Status : Normal"
"Bendung. Cibalok - Gadog",Ciliwung,-6.653417,106.869551,"2020-03-20 19:10:00",140,"Status : Normal"
"Bendung. Katulampa (Hulu)",Ciliwung,-6.633167,106.836806,"2020-03-20 19:10:00",620,"Status : Normal"
"PS. Depok",Ciliwung,-6.400514000,106.832143000,"2020-03-20 19:10:00",1300,"Status : Normal"
"PA. Manggarai",Ciliwung,-6.207825,106.848458,"2020-03-20 19:10:00",7010,"Status : Normal"
"PS. Krukut Hulu",Krukut,-6.343900,106.798874,"2020-03-20 18:00:00",1400,"Status : Normal"
"Pompa Cideng","Cideng Siantar",-6.173271,106.806351,"2020-03-20 19:10:00",430,"Status : Normal"
"P.A. Karet","Banjir Kanal Barat",-6.197901,106.810075,"2020-03-20 19:10:00",4750,"Status : Siaga 3"
"P.A. Marina Ancol ",Laut,-6.125585,106.830154,"2020-03-20 19:10:00",1520,"Status : Normal"
"Pompa Pasar Ikan",Laut,-6.126132,106.809783,"2020-03-20 18:42:28",1490,"Status : Normal"
"Pompa. Pluit","Waduk Pluit",-6.109642,106.796954,"2020-03-20 19:10:00",-1930,"Status : Normal"
"PS. Pesanggrahan",Pesanggrahan,-6.397111000,106.771825000,"2020-03-20 19:10:00",900,"Status : Normal"
"PS. Angke Hulu",Angke,-6.220047,106.694137,"2020-03-20 18:00:00",1700,"Status : Siaga 3"
"PS. Sunter Hulu",Sunter,-6.317920000,106.920901000,"2020-03-20 19:10:00",840,"Status : Normal"
"PA. Pulo Gadung",Sunter,-6.191,106.904194,"2020-03-20 19:10:00",4190,"Status : Normal"
"Pompa Yos Sudarso 1","Sunter Timur",-6.155547,106.885975,"2020-03-20 19:10:00",1370,"Status : Normal"
"PS. Cipinang Hulu","Cipinang Hulu",-6.374264,106.883862,"2020-03-20 19:10:00",1110,"Status : Normal"
"Pompa Kali Duri (Kalijodo)","Kali Duri",-6.142320,106.790390,"2020-03-20 19:10:00",1430,"Status : Normal"
"P.A. Istiqlal  ",Ciliwung,-6.168254,106.831350,"2020-03-20 19:10:00",1780,"Status : Normal"
"P.A. Jembatan Merah",Ciliwung,-6.149068,106.834214,"2020-03-20 19:10:00",1480,"Status : Siaga 3"
"P.A. Flusing Ancol",Ciliwung,-6.129859,106.831254,"2020-03-20 19:10:00",1410,"Status : Normal"
"P.A. Hek","Kali Baru Timur",-6.287305,106.870630,"2020-03-20 19:10:00",1760,"Status : Normal"
"Bendung. Cibalok - Gadog",Ciliwung,-6.653417,106.869551,"2020-03-20 19:40:00",130,"Status : Normal"
"Bendung. Katulampa (Hulu)",Ciliwung,-6.633167,106.836806,"2020-03-20 19:40:00",570,"Status : Normal"
"PS. Depok",Ciliwung,-6.400514000,106.832143000,"2020-03-20 19:40:00",1370,"Status : Normal"
"PA. Manggarai",Ciliwung,-6.207825,106.848458,"2020-03-20 19:40:00",6980,"Status : Normal"
"PS. Krukut Hulu",Krukut,-6.343900,106.798874,"2020-03-20 19:00:00",1350,"Status : Normal"
"Pompa Cideng","Cideng Siantar",-6.173271,106.806351,"2020-03-20 19:40:00",420,"Status : Normal"
"P.A. Karet","Banjir Kanal Barat",-6.197901,106.810075,"2020-03-20 19:40:00",4560,"Status : Siaga 3"
"P.A. Marina Ancol ",Laut,-6.125585,106.830154,"2020-03-20 19:40:00",1590,"Status : Normal"
"Pompa Pasar Ikan",Laut,-6.126132,106.809783,"2020-03-20 18:42:28",1490,"Status : Normal"
"Pompa. Pluit","Waduk Pluit",-6.109642,106.796954,"2020-03-20 19:40:00",-1890,"Status : Normal"
"PS. Pesanggrahan",Pesanggrahan,-6.397111000,106.771825000,"2020-03-20 19:40:00",890,"Status : Normal"
"PS. Angke Hulu",Angke,-6.220047,106.694137,"2020-03-20 19:00:00",1800,"Status : Siaga 3"
"PS. Sunter Hulu",Sunter,-6.317920000,106.920901000,"2020-03-20 19:40:00",840,"Status : Normal"
"PA. Pulo Gadung",Sunter,-6.191,106.904194,"2020-03-20 19:40:00",4130,"Status : Normal"
"Pompa Yos Sudarso 1","Sunter Timur",-6.155547,106.885975,"2020-03-20 19:40:00",1300,"Status : Normal"
"PS. Cipinang Hulu","Cipinang Hulu",-6.374264,106.883862,"2020-03-20 19:40:00",1110,"Status : Normal"
"Pompa Kali Duri (Kalijodo)","Kali Duri",-6.142320,106.790390,"2020-03-20 19:40:00",1430,"Status : Normal"
"P.A. Istiqlal  ",Ciliwung,-6.168254,106.831350,"2020-03-20 19:40:00",1770,"Status : Normal"
"P.A. Jembatan Merah",Ciliwung,-6.149068,106.834214,"2020-03-20 19:30:00",1470,"Status : Siaga 3"
"P.A. Flusing Ancol",Ciliwung,-6.129859,106.831254,"2020-03-20 19:40:00",1460,"Status : Normal"
"P.A. Hek","Kali Baru Timur",-6.287305,106.870630,"2020-03-20 19:40:00",1760,"Status : Normal"
"Bendung. Cibalok - Gadog",Ciliwung,-6.653417,106.869551,"2020-03-20 20:00:00",120,"Status : Normal"
"Bendung. Katulampa (Hulu)",Ciliwung,-6.633167,106.836806,"2020-03-20 20:10:00",540,"Status : Normal"
"PS. Depok",Ciliwung,-6.400514000,106.832143000,"2020-03-20 20:10:00",1280,"Status : Normal"
"PA. Manggarai",Ciliwung,-6.207825,106.848458,"2020-03-20 20:10:00",6910,"Status : Normal"
"PS. Krukut Hulu",Krukut,-6.343900,106.798874,"2020-03-20 19:00:00",1350,"Status : Normal"
"Pompa Cideng","Cideng Siantar",-6.173271,106.806351,"2020-03-20 20:10:00",390,"Status : Normal"
"P.A. Karet","Banjir Kanal Barat",-6.197901,106.810075,"2020-03-20 20:10:00",4460,"Status : Normal"
"P.A. Marina Ancol ",Laut,-6.125585,106.830154,"2020-03-20 20:10:00",1620,"Status : Normal"
"Pompa Pasar Ikan",Laut,-6.126132,106.809783,"2020-03-20 20:15:00",1650,"Status : Normal"
"Pompa. Pluit","Waduk Pluit",-6.109642,106.796954,"2020-03-20 20:10:00",-1860,"Status : Normal"
"PS. Pesanggrahan",Pesanggrahan,-6.397111000,106.771825000,"2020-03-20 20:10:00",880,"Status : Normal"
"PS. Angke Hulu",Angke,-6.220047,106.694137,"2020-03-20 19:00:00",1800,"Status : Siaga 3"
